1
Input Files/7.txt
0 5000
feeble 1 0 
feed 1 0 
feeding 1 0 
feel 1 0 
feeling 1 0 
feelings 1 0 
feet 1 0 
feigned 1 0 
fell 1 0 
fellow 1 0 
fellowship 1 0 
felt 1 0 
females 1 0 
fend 1 0 
ferocious 1 0 
ferocity 1 0 
ferret 1 0 
fertile 1 0 
fetch 1 0 
fever 1 0 
few 1 0 
fiddle 1 0 
fidgeting 1 0 
field 1 0 
fields 1 0 
fiend 1 0 
fiends 1 0 
fierce 1 0 
fierceget 1 0 
fiercer 1 0 
fiery 1 0 
fifteen 1 0 
fifty 1 0 
fight 1 0 
figure 1 0 
filled 1 0 
finally 1 0 
find 1 0 
finding 1 0 
finds 1 0 
fine 1 0 
finer 1 0 
finest 1 0 
finger 1 0 
fingers 1 0 
finish 1 0 
finished 1 0 
finishing 1 0 
fir 1 0 
fire 1 0 
fireplace 1 0 
fires 1 0 
firing 1 0 
firm 1 0 
firmer 1 0 
first 1 0 
firstfor 1 0 
fist 1 0 
fists 1 0 
fistsit 1 0 
fit 1 0 
fits 1 0 
five 1 0 
fix 1 0 
fixed 1 0 
fixture 1 0 
flags 1 0 
flakes 1 0 
flame 1 0 
flashed 1 0 
flatter 1 0 
flattered 1 0 
flattery 1 0 
flaying 1 0 
flaysome 1 0 
flee 1 0 
flees 1 0 
flesh 1 0 
flew 1 0 
flies 1 0 
flighted 1 0 
flighty 1 0 
flinched 1 0 
fling 1 0 
flinging 1 0 
flings 1 0 
flit 1 0 
flock 1 0 
flogged 1 0 
flogging 1 0 
floor 1 0 
flour 1 0 
flowed 1 0 
flower 1 0 
flung 1 0 
flurried 1 0 
flushed 1 0 
fly 1 0 
foes 1 0 
fold 1 0 
folded 1 0 
folds 1 0 
foliage 1 0 
folks 1 0 
follow 1 0 
followed 1 0 
following 1 0 
follows 1 0 
folly 1 0 
fond 1 0 
fondling 1 0 
fondness 1 0 
food 1 0 
fool 1 0 
foolish 1 0 
foolishness 1 0 
foot 1 0 
footstep 1 0 
footsteps 1 0 
for 1 0 
forbidding 1 0 
force 1 0 
forced 1 0 
forcibly 1 0 
forebodingly 1 0 
forehead 1 0 
foreign 1 0 
foreigners 1 0 
foremost 1 0 
foresee 1 0 
forget 1 0 
forgets 1 0 
forgetting 1 0 
forgive 1 0 
forgiven 1 0 
forgot 1 0 
forgotten 1 0 
fork 1 0 
formed 1 0 
former 1 0 
forsake 1 0 
forsaken 1 0 
forth 1 0 
fortune 1 0 
forty 1 0 
forward 1 0 
foster 1 0 
fought 1 0 
foul 1 0 
found 1 0 
four 1 0 
fourteen 1 0 
fowks 1 0 
fowling 1 0 
fragments 1 0 
fragrant 1 0 
frame 1 0 
framed 1 0 
frances 1 0 
frankly 1 0 
frantic 1 0 
free 1 0 
freeing 1 0 
freely 1 0 
french 1 0 
frenzy 1 0 
frequently 1 0 
fresh 1 0 
fret 1 0 
fretted 1 0 
friend 1 0 
friends 1 0 
friendship 1 0 
friendso 1 0 
fright 1 0 
frighten 1 0 
frightened 1 0 
frightful 1 0 
frittering 1 0 
frivolous 1 0 
fro 1 0 
frock 1 0 
from 1 0 
front 1 0 
frost 1 0 
frosty 1 0 
frown 1 0 
frowning 1 0 
fruit 1 0 
fulfilled 1 0 
full 1 0 
fully 1 0 
funeral 1 0 
funny 1 0 
fur 1 0 
furious 1 0 
furiously 1 0 
furnace 1 0 
furnish 1 0 
furs 1 0 
further 1 0 
fury 1 0 
furze 1 0 
futureused 1 0 
g 1 0 
gable 1 0 
gaily 1 0 
gained 1 0 
gaining 1 0 
gait 1 0 
gallops 1 0 
gallows 1 0 
game 1 0 
gang 1 0 
gangs 1 0 
gaping 1 0 
gapingly 1 0 
garden 1 0 
garments 1 0 
garret 1 0 
gate 1 0 
gather 1 0 
gathered 1 0 
gathering 1 0 
gave 1 0 
gay 1 0 
gaze 1 0 
gazed 1 0 
gazing 1 0 
general 1 0 
generality 1 0 
generally 1 0 
generous 1 0 
gentle 1 0 
gentleand 1 0 
gentleman 1 0 
gentleness 1 0 
gently 1 0 
gentry 1 0 
genuine 1 0 
get 1 0 
gets 1 0 
getten 1 0 
getting 1 0 
ghostly 1 0 
ghosts 1 0 
ghoulish 1 0 
gibberish 1 0 
gift 1 0 
gimmerton 1 0 
gipsy 1 0 
gipsythe 1 0 
girl 1 0 
girlish 1 0 
girn 1 0 
girt 1 0 
give 1 0 
given 1 0 
glad 1 0 
gladly 1 0 
gladness 1 0 
glance 1 0 
glanced 1 0 
glancing 1 0 
glass 1 0 
gleam 1 0 
glees 1 0 
glen 1 0 
gliding 1 0 
glimmered 1 0 
glimpse 1 0 
glinting 1 0 
glisten 1 0 
glittering 1 0 
gloom 1 0 
glossy 1 0 
gloves 1 0 
glowed 1 0 
glowing 1 0 
go 1 0 
goblin 1 0 
goblins 1 0 
god 1 0 
gods 1 0 
goes 1 0 
going 1 0 
goingsinging 1 0 
gold 1 0 
gone 1 0 
good 1 0 
goods 1 0 
gooid 1 0 
goold 1 0 
goose 1 0 
gossip 1 0 
gossiping 1 0 
gossips 1 0 
got 1 0 
gown 1 0 
grace 1 0 
graceful 1 0 
gracious 1 0 
gradually 1 0 
grand 1 0 
grange 1 0 
grangenot 1 0 
grappling 1 0 
grasp 1 0 
grasping 1 0 
grasps 1 0 
grat 1 0 
grateful 1 0 
gratification 1 0 
gratified 1 0 
gratitude 1 0 
grave 1 0 
gravelyim 1 0 
graver 1 0 
great 1 0 
greatest 1 0 
greatly 1 0 
greedy 1 0 
greek 1 0 
green 1 0 
greeting 1 0 
grew 1 0 
grey 1 0 
grief 1 0 
grieve 1 0 
grieved 1 0 
grieving 1 0 
grievously 1 0 
grim 1 0 
grimalkin 1 0 
grinding 1 0 
grinning 1 0 
grip 1 0 
groan 1 0 
groaning 1 0 
groped 1 0 
ground 1 0 
grounds 1 0 
grousethe 1 0 
grow 1 0 
growing 1 0 
growling 1 0 
grown 1 0 
gruel 1 0 
gruff 1 0 
grumbled 1 0 
grumbling 1 0 
guess 1 0 
guessed 1 0 
guesses 1 0 
guest 1 0 
guidance 1 0 
guide 1 0 
guided 1 0 
guides 1 0 
guiltless 1 0 
gun 1 0 
gunpowder 1 0 
gush 1 0 
gushed 1 0 
gusty 1 0 
h 1 0 
habit 1 0 
habits 1 0 
habituated 1 0 
had 1 0 
hadnt 1 0 
hae 1 0 
haggard 1 0 
hahsomdiver 1 0 
hair 1 0 
haired 1 0 
hairit 1 0 
half 1 0 
halloed 1 0 
hallooed 1 0 
halted 1 0 
hand 1 0 
handed 1 0 
handkerchief 1 0 
handle 1 0 
hands 1 0 
handsome 1 0 
handsomer 1 0 
handsomest 1 0 
hang 1 0 
hanging 1 0 
happen 1 0 
happened 1 0 
happiest 1 0 
happiness 1 0 
happy 1 0 
harassed 1 0 
hard 1 0 
hardened 1 0 
hardly 1 0 
hardness 1 0 
hareton 1 0 
haretons 1 0 
hark 1 0 
harm 1 0 
harming 1 0 
harmless 1 0 
harsh 1 0 
harshness 1 0 
harvest 1 0 
has 1 0 
haste 1 0 
hasten 1 0 
hastened 1 0 
hastily 1 0 
hasty 1 0 
hat 1 0 
hate 1 0 
hated 1 0 
hates 1 0 
hatless 1 0 
hatred 1 0 
hauding 1 0 
haughtier 1 0 
haughty 1 0 
haunted 1 0 
have 1 0 
having 1 0 
hay 1 0 
hazard 1 0 
he 1 0 
head 1 0 
headache 1 0 
headed 1 0 
headforemost 1 0 
heads 1 0 
headstrong 1 0 
health 1 0 
healthy 1 0 
heap 1 0 
heaping 1 0 
hear 1 0 
heard 1 0 
hearing 1 0 
hearken 1 0 
heart 1 0 
heartbroken 1 0 
hearted 1 0 
hearth 1 0 
heartily 1 0 
hearts 1 0 
hearty 1 0 
heat 1 0 
heath 1 0 
heathcliff 1 0 
heathcliffmr 1 0 
heathcliffs 1 0 
heathcliffthat 1 0 
heathcliffyou 1 0 
heathenism 1 0 
heathentreating 1 0 
heating 1 0 
heave 1 0 
heaved 1 0 
heaven 1 0 
heavens 1 0 
heaviest 1 0 
heaving 1 0 
heavy 1 0 
hector 1 0 
hed 1 0 
hedge 1 0 
heead 1 0 
heearnshaw 1 0 
heedless 1 0 
heights 1 0 
heir 1 0 
heirs 1 0 
held 1 0 
hell 1 0 
help 1 0 
helped 1 0 
her 1 0 
hera 1 0 
here 1 0 
hereafter 1 0 
heres 1 0 
herhow 1 0 
hermits 1 0 
hero 1 0 
heroine 1 0 
herrings 1 0 
hers 1 0 
herself 1 0 
heryour 1 0 
hes 1 0 
hesitate 1 0 
hesitation 1 0 
hev 1 0 
hid 1 0 
hide 1 0 
hideous 1 0 
high 1 0 
highest 1 0 
highway 1 0 
highways 1 0 
hill 1 0 
hills 1 0 
hilly 1 0 
him 1 0 
himhate 1 0 
himself 1 0 
himselfgrin 1 0 
hinder 1 0 
hindley 1 0 
hindleys 1 0 
hint 1 0 
his 1 0 
hisseln 1 0 
history 1 0 
hit 1 0 
hither 1 0 
hitherto 1 0 
hitting 1 0 
hivin 1 0 
hoary 1 0 
hob 1 0 
hoile 1 0 
hold 1 0 
holds 1 0 
hole 1 0 
holiday 1 0 
hollow 1 0 
holly 1 0 
home 1 0 
honest 1 0 
honeysuckles 1 0 
honour 1 0 
honourable 1 0 
honoured 1 0 
honours 1 0 
hook 1 0 
hope 1 0 
hoped 1 0 
hopeless 1 0 
hopelessly 1 0 
hopes 1 0 
hoping 1 0 
horns 1 0 
horrid 1 0 
horror 1 0 
horse 1 0 
horses 1 0 
hospitable 1 0 
host 1 0 
hostile 1 0 
hostilities 1 0 
hot 1 0 
hour 1 0 
hours 1 0 
house 1 0 
household 1 0 
housejuno 1 0 
housekeeper 1 0 
housekeepers 1 0 
houseless 1 0 
houses 1 0 
how 1 0 
however 1 0 
howhow 1 0 
howl 1 0 
hubbub 1 0 
hug 1 0 
huge 1 0 
human 1 0 
humanity 1 0 
humiliation 1 0 
humility 1 0 
humming 1 0 
humour 1 0 
humoured 1 0 
humouring 1 0 
hundred 1 0 
hundreds 1 0 
hung 1 0 
hungry 1 0 
hurried 1 0 
hurriedly 1 0 
hurrying 1 0 
hurt 1 0 
husband 1 0 
husbands 1 0 
hush 1 0 
hypocrite 1 0 
hysterical 1 0 
i 1 0 
ice 1 0 
id 1 0 
idea 1 0 
ideal 1 0 
ideas 1 0 
idiot 1 0 
idiotcy 1 0 
idiotic 1 0 
idiots 1 0 
idle 1 0 
idol 1 0 
idolshis 1 0 
if 1 0 
ignoble 1 0 
ignorance 1 0 
ignorant 1 0 
ill 1 0 
illness 1 0 
im 1 0 
image 1 0 
imagination 1 0 
imagine 1 0 
imagined 1 0 
imagining 1 0 
immeasurably 1 0 
immediately 1 0 
imminent 1 0 
immovable 1 0 
imp 1 0 
impalpable 1 0 
impassable 1 0 
impatiently 1 0 
impelled 1 0 
imperious 1 0 
imperiously 1 0 
impertinence 1 0 
impertinent 1 0 
importunate 1 0 
impose 1 0 
imposed 1 0 
impossible 1 0 
impracticable 1 0 
impracticablei 1 0 
imprecations 1 0 
impressed 1 0 
impression 1 0 
improve 1 0 
improved 1 0 
impudence 1 0 
impulse 1 0 
in 1 0 
inarticulate 1 0 
incapable 1 0 
inch 1 0 
incidents 1 0 
inclination 1 0 
inclined 1 0 
income 1 0 
incomprehensible 1 0 
inconsideration 1 0 
increase 1 0 
increased 1 0 
increases 1 0 
incurable 1 0 
indeed 1 0 
independent 1 0 
indian 1 0 
indicating 1 0 
indies 1 0 
indifference 1 0 
indifferent 1 0 
indigenae 1 0 
indignant 1 0 
indignantly 1 0 
indignation 1 0 
indiscretion 1 0 
individual 1 0 
indoors 1 0 
induced 1 0 
indulge 1 0 
indulgence 1 0 
indulgent 1 0 
infancy 1 0 
infantile 1 0 
infatuated 1 0 
inferior 1 0 
infernal 1 0 
infinitely 1 0 
inflict 1 0 
influence 1 0 
inform 1 0 
information 1 0 
informed 1 0 
ingenious 1 0 
inhumanity 1 0 
injudicious 1 0 
injured 1 0 
injuries 1 0 
injustice 1 0 
inlet 1 0 
inner 1 0 
innocent 1 0 
inquire 1 0 
inquired 1 0 
inquiries 1 0 
inquiring 1 0 
inquisitive 1 0 
insane 1 0 
insensible 1 0 
insist 1 0 
insisted 1 0 
insolence 1 0 
insolent 1 0 
inspiration 1 0 
install 1 0 
instance 1 0 
instant 1 0 
instantly 1 0 
instead 1 0 
instilled 1 0 
instructions 1 0 
instrument 1 0 
instruments 1 0 
insult 1 0 
insulted 1 0 
intellect 1 0 
intelligence 1 0 
intelligent 1 0 
intend 1 0 
intended 1 0 
intending 1 0 
intendthats 1 0 
intense 1 0 
intensest 1 0 
intensity 1 0 
intention 1 0 
intently 1 0 
intercepted 1 0 
intercourse 1 0 
interest 1 0 
interested 1 0 
interesting 1 0 
interloper 1 0 
interposed 1 0 
interpreting 1 0 
interrupt 1 0 
interrupted 1 0 
interrupting 1 0 
interval 1 0 
intervals 1 0 
intimacyhad 1 0 
intimate 1 0 
intimating 1 0 
intimation 1 0 
into 1 0 
introduce 1 0 
introducing 1 0 
introduction 1 0 
intruder 1 0 
intrusion 1 0 
invaded 1 0 
invariable 1 0 
invariably 1 0 
invent 1 0 
invisible 1 0 
invitation 1 0 
invited 1 0 
involuntarily 1 0 
inward 1 0 
iron 1 0 
irregular 1 0 
irresistible 1 0 
irresistibly 1 0 
irritable 1 0 
irritated 1 0 
is 1 0 
isabella 1 0 
isabellai 1 0 
isabellas 1 0 
isand 1 0 
isi 1 0 
isnt 1 0 
isswarming 1 0 
it 1 0 
itbut 1 0 
its 1 0 
itself 1 0 
itsseln 1 0 
iv 1 0 
ive 1 0 
ix 1 0 
jabez 1 0 
jabezs 1 0 
jade 1 0 
jaws 1 0 
jealous 1 0 
jenny 1 0 
jerked 1 0 
jerking 1 0 
jest 1 0 
jesting 1 0 
john 1 0 
join 1 0 
joined 1 0 
joining 1 0 
joins 1 0 
joke 1 0 
jokes 1 0 
jonah 1 0 
joseph 1 0 
josephs 1 0 
journey 1 0 
joy 1 0 
joyfully 1 0 
jubilee 1 0 
judge 1 0 
judges 1 0 
judgment 1 0 
judicious 1 0 
jump 1 0 
jumped 1 0 
jumping 1 0 
june 1 0 
just 1 0 
justice 1 0 
justly 1 0 
keen 1 0 
keep 1 0 
keeper 1 0 
keeping 1 0 
kennel 1 0 
kenneth 1 0 
kept 1 0 
kick 1 0 
kicker 1 0 
kicking 1 0 
kicks 1 0 
kidnapped 1 0 
kill 1 0 
killed 1 0 
killedhe 1 0 
kin 1 0 
kind 1 0 
kinder 1 0 
kindling 1 0 
kindness 1 0 
kingdom 1 0 
kingdoms 1 0 
kiss 1 0 
kissed 1 0 
kisses 1 0 
kitchen 1 0 
kitten 1 0 
knack 1 0 
knave 1 0 
knaw 1 0 
knee 1 0 
kneeling 1 0 
knees 1 0 
knew 1 0 
knife 1 0 
knitted 1 0 
knitting 1 0 
knock 1 0 
knocked 1 0 
knocking 1 0 
know 1 0 
knowing 1 0 
knowledge 1 0 
known 1 0 
knows 1 0 
knuckles 1 0 
labour 1 0 
labourers 1 0 
lad 1 0 
ladder 1 0 
lads 1 0 
lady 1 0 
ladys 1 0 
laid 1 0 
lain 1 0 
lamb 1 0 
lame 1 0 
lamed 1 0 
lament 1 0 
lamentable 1 0 
lamenting 1 0 
land 1 0 
landed 1 0 
landing 1 0 
landlord 1 0 
landlords 1 0 
lane 1 0 
langs 1 0 
language 1 0 
lantern 1 0 
lap 1 0 
lapse 1 0 
large 1 0 
lascar 1 0 
lashes 1 0 
lass 1 0 
last 1 0 
latch 1 0 
late 1 0 
later 1 0 
latin 1 0 
latitude 1 0 
latter 1 0 
lattice 1 0 
laugh 1 0 
laughed 1 0 
laughing 1 0 
lavished 1 0 
lavishing 1 0 
law 1 0 
lay 1 0 
laziness 1 0 
lazy 1 0 
leading 1 0 
leads 1 0 
leagued 1 0 
leaning 1 0 
leant 1 0 
leap 1 0 
leaped 1 0 
leaping 1 0 
learn 1 0 
learned 1 0 
learning 1 0 
learns 1 0 
learnt 1 0 
least 1 0 
leave 1 0 
leaving 1 0 
lecture 1 0 
led 1 0 
ledge 1 0 
leeches 1 0 
left 1 0 
lefthe 1 0 
leisure 1 0 
leisurely 1 0 
length 1 0 
lengthening 1 0 
less 1 0 
lest 1 0 
let 1 0 
lets 1 0 
letters 1 0 
letting 1 0 
level 1 0 
liar 1 0 
liberal 1 0 
liberated 1 0 
liberty 1 0 
library 1 0 
licking 1 0 
lids 1 0 
lie 1 0 
lies 1 0 
life 1 0 
lifetime 1 0 
lifted 1 0 
lifting 1 0 
light 1 0 
lighted 1 0 
lightest 1 0 
lightly 1 0 
lightning 1 0 
lights 1 0 
like 1 0 
liked 1 0 
likely 1 0 
likeshe 1 0 
likewise 1 0 
liking 1 0 
likker 1 0 
limb 1 0 
limbs 1 0 
lime 1 0 
limited 1 0 
line 1 0 
lines 1 0 
lingered 1 0 
linton 1 0 
lintons 1 0 
lintonsa 1 0 
lip 1 0 
lips 1 0 
lispingfrightful 1 0 
listen 1 0 
listened 1 0 
listening 1 0 
little 1 0 
live 1 0 
lived 1 0 
lively 1 0 
liverpool 1 0 
liverpoola 1 0 
lives 1 0 
livid 1 0 
living 1 0 
loading 1 0 
lobbies 1 0 
locality 1 0 
locked 1 0 
lockssee 1 0 
lockwood 1 0 
lodge 1 0 
loft 1 0 
loike 1 0 
long 1 0 
longed 1 0 
longer 1 0 
look 1 0 
looked 1 0 
looker 1 0 
looking 1 0 
looks 1 0 
looped 1 0 
loose 1 0 
loosen 1 0 
lord 1 0 
loses 1 0 
losing 1 0 
loss 1 0 
lost 1 0 
lot 1 0 
lottery 1 0 
loud 1 0 
louder 1 0 
lounged 1 0 
love 1 0 
loved 1 0 
lovers 1 0 
loves 1 0 
lovesyoure 1 0 
loving 1 0 
low 1 0 
lower 1 0 
lowering 1 0 
luck 1 0 
luckless 1 0 
lucky 1 0 
lugs 1 0 
lull 1 0 
lurk 1 0 
lurked 1 0 
lurking 1 0 
luxury 1 0 
lying 1 0 
maam 1 0 
mad 1 0 
maddening 1 0 
made 1 0 
madmans 1 0 
madness 1 0 
magistrate 1 0 
maid 1 0 
maiden 1 0 
maintained 1 0 
maintaining 1 0 
maister 1 0 
maisters 1 0 
make 1 0 
maker 1 0 
makes 1 0 
making 1 0 
makking 1 0 
malady 1 0 
male 1 0 
malevolence 1 0 
mamma 1 0 
man 1 0 
managed 1 0 
mane 1 0 
manger 1 0 
manifestation 1 0 
manner 1 0 
manners 1 0 
mans 1 0 
manservant 1 0 
many 1 0 
march 1 0 
marched 1 0 
mare 1 0 
mark 1 0 
marked 1 0 
marks 1 0 
marred 1 0 
marriage 1 0 
married 1 0 
marry 1 0 
marrying 1 0 
marsh 1 0 
marshes 1 0 
martyrs 1 0 
marvel 1 0 
marvelled 1 0 
marvellous 1 0 
mary 1 0 
master 1 0 
masters 1 0 
mate 1 0 
matter 1 0 
matterim 1 0 
matters 1 0 
matthew 1 0 
mature 1 0 
mawkish 1 0 
maxillary 1 0 
may 1 0 
me 1 0 
meadow 1 0 
meal 1 0 
mean 1 0 
meanest 1 0 
means 1 0 
meant 1 0 
meantime 1 0 
meanwhile 1 0 
measles 1 0 
measure 1 0 
meat 1 0 
meddle 1 0 
meddling 1 0 
medicine 1 0 
medicines 1 0 
meditated 1 0 
meditating 1 0 
meditation 1 0 
meditations 1 0 
meet 1 0 
meeting 1 0 
mefor 1 0 
mei 1 0 
meit 1 0 
melancholy 1 0 
mellow 1 0 
melt 1 0 
melting 1 0 
memory 1 0 
men 1 0 
menaced 1 0 
mend 1 0 
mental 1 0 
mention 1 0 
mentioned 1 0 
mercy 1 0 
mere 1 0 
merely 1 0 
merrily 1 0 
merriment 1 0 
merry 1 0 
mess 1 0 
message 1 0 
met 1 0 
method 1 0 
mew 1 0 
mice 1 0 
middle 1 0 
midnight 1 0 
might 1 0 
mighty 1 0 
mild 1 0 
mile 1 0 
miles 1 0 
milk 1 0 
million 1 0 
milo 1 0 
mind 1 0 
minded 1 0 
minding 1 0 
mine 1 0 
mines 1 0 
minute 1 0 
minutely 1 0 
minutes 1 0 
minx 1 0 
mire 1 0 
mischief 1 0 
mischievous 1 0 
miser 1 0 
miserable 1 0 
miseries 1 0 
misery 1 0 
misfortune 1 0 
misguided 1 0 
miss 1 0 
missis 1 0 
misss 1 0 
missyah 1 0 
missys 1 0 
mist 1 0 
mistake 1 0 
mistaken 1 0 
mistress 1 0 
mistrusting 1 0 
misunderstood 1 0 
mither 1 0 
mitigating 1 0 
mixed 1 0 
moaning 1 0 
mock 1 0 
mockery 1 0 
moderate 1 0 
moisture 1 0 
moment 1 0 
money 1 0 
monkey 1 0 
monotonous 1 0 
monster 1 0 
months 1 0 
mood 1 0 
mools 1 0 
moon 1 0 
moonbeam 1 0 
moonlight 1 0 
moons 1 0 
moor 1 0 
moors 1 0 
moral 1 0 
morally 1 0 
more 1 0 
moreover 1 0 
morn 1 0 
morning 1 0 
morningit 1 0 
moroseness 1 0 
morrow 1 0 
morsels 1 0 
mortal 1 0 
mortifying 1 0 
most 1 0 
mostshowing 1 0 
mother 1 0 
mothers 1 0 
motion 1 0 
motive 1 0 
mounds 1 0 
mounted 1 0 
mounting 1 0 
mounts 1 0 
mourned 1 0 
mourners 1 0 
mourningsurely 1 0 
mouse 1 0 
mouth 1 0 
mouthed 1 0 
mouthful 1 0 
move 1 0 
moved 1 0 
movement 1 0 
movements 1 0 
moving 1 0 
mr 1 0 
mrs 1 0 
much 1 0 
mugs 1 0 
muh 1 0 
mulled 1 0 
multitude 1 0 
multitudes 1 0 
munificent 1 0 
munnt 1 0 
murder 1 0 
murmured 1 0 
mused 1 0 
music 1 0 
musing 1 0 
must 1 0 
mustered 1 0 
mustering 1 0 
musttell 1 0 
mute 1 0 
mutter 1 0 
muttered 1 0 
muttering 1 0 
mutual 1 0 
my 1 0 
myself 1 0 
nails 1 0 
name 1 0 
named 1 0 
nameless 1 0 
names 1 0 
nap 1 0 
narrative 1 0 
narrow 1 0 
nasty 1 0 
native 1 0 
natural 1 0 
naturally 1 0 
nature 1 0 
natured 1 0 
naughty 1 0 
nay 1 0 
near 1 0 
nearclose 1 0 
nearer 1 0 
nearest 1 0 
nearly 1 0 
necessarily 1 0 
necessary 1 0 
necessities 1 0 
neck 1 0 
need 1 0 
needful 1 0 
needles 1 0 
neednt 1 0 
neeght 1 0 
neglect 1 0 
neglected 1 0 
negligent 1 0 
negus 1 0 
neighbour 1 0 
neighbourhood 1 0 
neighbours 1 0 
neither 1 0 
nell 1 0 
nelly 1 0 
nellyand 1 0 
nephew 1 0 
nephews 1 0 
nerves 1 0 
nervously 1 0 
never 1 0 
nevertheless 1 0 
new 1 0 
news 1 0 
next 1 0 
nice 1 0 
nicely 1 0 
night 1 0 
nightmare 1 0 
nine 1 0 
ninety 1 0 
nip 1 0 
niver 1 0 
no 1 0 
noah 1 0 
noan 1 0 
nobody 1 0 
nodded 1 0 
nodding 1 0 
noise 1 0 
noiselessly 1 0 
noises 1 0 
noisily 1 0 
none 1 0 
nonsense 1 0 
noon 1 0 
nor 1 0 
north 1 0 
norther 1 0 
northern 1 0 
nose 1 0 
nostrils 1 0 
not 1 0 
notable 1 0 
note 1 0 
nothing 1 0 
nothingonly 1 0 
notice 1 0 
noticed 1 0 
noting 1 0 
notion 1 0 
notions 1 0 
notshes 1 0 
notwithstanding 1 0 
nought 1 0 
nourishment 1 0 
novelty 1 0 
now 1 0 
nowhere 1 0 
nowt 1 0 
nudged 1 0 
numerous 1 0 
nur 1 0 
nurse 1 0 
nursed 1 0 
nursing 1 0 
nursling 1 0 
o 1 0 
oak 1 0 
oath 1 0 
oaths 1 0 
obey 1 0 
obeyed 1 0 
object 1 0 
objected 1 0 
objection 1 0 
oblige 1 0 
obliged 1 0 
oblivion 1 0 
obscurely 1 0 
observed 1 0 
obstacle 1 0 
obstinacy 1 0 
obstinate 1 0 
obvious 1 0 
obviously 1 0 
occasion 1 0 
occasioned 1 0 
occasions 1 0 
occupants 1 0 
occupation 1 0 
occurs 1 0 
ocean 1 0 
oclock 1 0 
october 1 0 
odd 1 0 
oddly 1 0 
oer 1 0 
of 1 0 
off 1 0 
offald 1 0 
offence 1 0 
offend 1 0 
offended 1 0 
offending 1 0 
offer 1 0 
offered 1 0 
offering 1 0 
often 1 0 
oftener 1 0 
oh 1 0 
oho 1 0 
old 1 0 
older 1 0 
omen 1 0 
ominous 1 0 
on 1 0 
once 1 0 
one 1 0 
oneand 1 0 
onehe 1 0 
ones 1 0 
onin 1 0 
only 1 0 
ony 1 0 
onybody 1 0 
open 1 0 
opened 1 0 
opening 1 0 
openly 1 0 
operation 1 0 
oppen 1 0 
opportunely 1 0 
opportunities 1 0 
opportunity 1 0 
opposite 1 0 
opposition 1 0 
oppression 1 0 
oppressions 1 0 
oppressor 1 0 
or 1 0 
order 1 0 
ordered 1 0 
ordering 1 0 
orders 1 0 
ordinary 1 0 
originally 1 0 
orison 1 0 
ornamented 1 0 
other 1 0 
others 1 0 
ought 1 0 
our 1 0 
ours 1 0 
ourselves 1 0 
out 1 0 
outcry 1 0 
outer 1 0 
outlive 1 0 
outno 1 0 
outoh 1 0 
outright 1 0 
outside 1 0 
outward 1 0 
outworks 1 0 
oven 1 0 
over 1 0 
overcast 1 0 
overcome 1 0 
overforwardly 1 0 
overhear 1 0 
overlook 1 0 
overlooked 1 0 
owing 1 0 
own 1 0 
owner 1 0 
oyster 1 0 
paced 1 0 
pacing 1 0 
pack 1 0 
paid 1 0 
pain 1 0 
pained 1 0 
painful 1 0 
painfully 1 0 
pains 1 0 
painting 1 0 
pair 1 0 
pale 1 0 
palms 1 0 
pane 1 0 
panels 1 0 
panes 1 0 
pang 1 0 
panted 1 0 
papa 1 0 
papered 1 0 
paradise 1 0 
pardon 1 0 
parents 1 0 
parish 1 0 
park 1 0 
parlour 1 0 
parson 1 0 
part 1 0 
partake 1 0 
parted 1 0 
partial 1 0 
partiality 1 0 
particular 1 0 
particularly 1 0 
parting 1 0 
partner 1 0 
parts 1 0 
party 1 0 
pass 1 0 
passages 1 0 
passed 1 0 
passing 1 0 
passion 1 0 
passionate 1 0 
past 1 0 
pastor 1 0 
path 1 0 
patience 1 0 
patient 1 0 
patriarchs 1 0 
paul 1 0 
pause 1 0 
paused 1 0 
paw 1 0 
pay 1 0 
paying 1 0 
payment 1 0 
peace 1 0 
peaceful 1 0 
pearl 1 0 
pears 1 0 
peaty 1 0 
peculiar 1 0 
peculiarly 1 0 
peep 1 0 
peeping 1 0 
peer 1 0 
peevish 1 0 
peevishly 1 0 
peevishness 1 0 
pendent 1 0 
penistone 1 0 
penny 1 0 
pensive 1 0 
people 1 0 
peoplemiss 1 0 
per 1 0 
perceive 1 0 
perceived 1 0 
perceiving 1 0 
perdition 1 0 
peremptorily 1 0 
perfect 1 0 
perfectly 1 0 
performed 1 0 
performing 1 0 
perhaps 1 0 
perilous 1 0 
period 1 0 
perished 1 0 
permanent 1 0 
permission 1 0 
permitted 1 0 
perpetual 1 0 
perpetually 1 0 
perplex 1 0 
perplexities 1 0 
persecuting 1 0 
persecutions 1 0 
persecutor 1 0 
persevered 1 0 
persisted 1 0 
person 1 0 
personal 1 0 
personified 1 0 
persons 1 0 
perspiration 1 0 
persuade 1 0 
persuaded 1 0 
pertness 1 0 
perusing 1 0 
peter 1 0 
petted 1 0 
petting 1 0 
pettish 1 0 
petulance 1 0 
petulantly 1 0 
pewter 1 0 
phalanx 1 0 
pharisee 1 0 
pheasant 1 0 
phrase 1 0 
physical 1 0 
physiognomy 1 0 
pick 1 0 
picked 1 0 
picture 1 0 
pictured 1 0 
piece 1 0 
piercing 1 0 
piked 1 0 
pikes 1 0 
pile 1 0 
piled 1 0 
